city,timestamp,temperature,cloud_cover,cloud_cover_description,pressure,windspeed,precipitation,felt_temperature
Burbank,2020-02-08 17:53:00,14.0,34.0,Fair,989.11,0.0,0.0,14.0
Burbank,2020-02-08 18:53:00,17.0,34.0,Fair,988.78,6.0,0.0,17.0
Burbank,2020-02-08 19:53:00,19.0,34.0,Fair,987.47,0.0,0.0,19.0
Burbank,2020-02-08 20:53:00,20.0,34.0,Fair,986.15,6.0,0.0,20.0
Burbank,2020-02-08 21:53:00,20.0,34.0,Fair,985.16,11.0,0.0,20.0
Burbank,2020-02-08 22:53:00,20.0,34.0,Fair,984.83,17.0,0.0,20.0
Burbank,2020-02-08 23:53:00,18.0,34.0,Fair,984.83,17.0,0.0,18.0
Burbank,2020-02-09 00:53:00,16.0,30.0,Partly Cloudy,984.83,17.0,0.0,16.0
Burbank,2020-02-09 01:53:00,13.0,33.0,Fair,985.16,15.0,0.0,13.0
Burbank,2020-02-09 02:53:00,12.0,33.0,Fair,985.16,0.0,0.0,12.0
Burbank,2020-02-09 03:53:00,12.0,33.0,Fair,985.16,7.0,0.0,12.0
Burbank,2020-02-09 04:53:00,11.0,33.0,Fair,985.16,6.0,0.0,11.0
Burbank,2020-02-09 05:53:00,11.0,33.0,Fair,985.16,9.0,0.0,11.0
Burbank,2020-02-09 06:53:00,10.0,33.0,Fair,984.83,9.0,0.0,10.0
Burbank,2020-02-09 07:27:00,10.0,27.0,Mostly Cloudy,984.83,7.0,0.0,10.0
Burbank,2020-02-09 07:53:00,10.0,27.0,Mostly Cloudy,984.83,0.0,0.0,10.0
Burbank,2020-02-09 08:53:00,11.0,26.0,Cloudy,984.5,11.0,0.0,11.0
Burbank,2020-02-09 09:53:00,11.0,11.0,Light Rain,984.17,6.0,0.0,11.0
Burbank,2020-02-09 10:24:00,11.0,20.0,Fog,983.84,13.0,0.0,11.0
Burbank,2020-02-09 10:53:00,11.0,26.0,Cloudy,983.19,11.0,0.0,11.0
Burbank,2020-02-09 11:00:00,11.0,26.0,Cloudy,983.19,9.0,0.0,11.0
Burbank,2020-02-09 11:53:00,11.0,26.0,Cloudy,982.2,15.0,0.0,11.0
Burbank,2020-02-09 12:53:00,11.0,26.0,Cloudy,982.53,7.0,0.0,11.0
Burbank,2020-02-09 13:01:00,11.0,26.0,Cloudy,982.86,6.0,0.0,11.0
Burbank,2020-02-09 13:19:00,11.0,26.0,Cloudy,982.86,7.0,0.0,11.0
Burbank,2020-02-09 13:53:00,11.0,26.0,Cloudy,982.86,11.0,0.0,11.0
Burbank,2020-02-09 14:53:00,11.0,11.0,Light Rain,983.19,13.0,0.0,11.0
Burbank,2020-02-09 15:08:00,11.0,26.0,Cloudy,982.86,13.0,0.0,11.0
Burbank,2020-02-09 15:53:00,11.0,26.0,Cloudy,982.86,13.0,0.0,11.0
Burbank,2020-02-09 16:53:00,12.0,26.0,Cloudy,982.53,11.0,0.0,12.0
Burbank,2020-02-09 17:53:00,13.0,28.0,Mostly Cloudy,982.53,19.0,0.0,13.0
Burbank,2020-02-09 18:53:00,13.0,11.0,Light Rain,982.2,15.0,0.0,13.0
Burbank,2020-02-09 19:53:00,13.0,11.0,Light Rain,981.54,9.0,0.0,13.0
Burbank,2020-02-09 20:08:00,12.0,11.0,Light Rain,981.54,19.0,0.25,12.0
Burbank,2020-02-09 20:23:00,11.0,11.0,Light Rain,981.21,20.0,0.25,11.0
Burbank,2020-02-09 20:53:00,11.0,11.0,Light Rain,980.55,17.0,0.25,11.0
Burbank,2020-02-09 21:53:00,11.0,26.0,Cloudy,980.22,7.0,0.25,11.0
Burbank,2020-02-09 22:53:00,12.0,26.0,Cloudy,979.89,13.0,0.0,12.0
Burbank,2020-02-09 23:53:00,12.0,26.0,Cloudy,980.22,15.0,0.0,12.0
Burbank,2020-02-10 00:53:00,12.0,26.0,Cloudy,980.55,9.0,0.0,12.0
Burbank,2020-02-10 01:53:00,11.0,27.0,Mostly Cloudy,980.88,7.0,0.0,11.0
Burbank,2020-02-10 02:53:00,12.0,26.0,Cloudy,980.88,13.0,0.0,12.0
Burbank,2020-02-10 03:53:00,14.0,26.0,Cloudy,981.54,7.0,0.0,14.0
Burbank,2020-02-10 04:53:00,14.0,26.0,Cloudy,981.87,19.0,0.0,14.0
Burbank,2020-02-10 05:53:00,13.0,26.0,Cloudy / Windy,980.55,33.0,0.0,13.0
Burbank,2020-02-10 06:53:00,14.0,26.0,Cloudy / Windy,980.55,48.0,0.0,14.0
Burbank,2020-02-10 07:53:00,14.0,27.0,Mostly Cloudy / Windy,980.22,57.0,0.0,14.0
Burbank,2020-02-10 08:53:00,13.0,27.0,Mostly Cloudy / Windy,980.22,54.0,0.0,13.0
Burbank,2020-02-10 09:53:00,14.0,27.0,Mostly Cloudy / Windy,979.89,54.0,0.0,14.0
Burbank,2020-02-10 10:53:00,14.0,26.0,Cloudy / Windy,980.55,46.0,0.0,14.0
Burbank,2020-02-10 11:53:00,13.0,27.0,Mostly Cloudy / Windy,980.55,44.0,0.0,13.0
Burbank,2020-02-10 12:53:00,14.0,26.0,Cloudy / Windy,981.21,33.0,0.0,14.0
Burbank,2020-02-10 13:53:00,14.0,26.0,Cloudy,981.87,30.0,0.0,14.0
Burbank,2020-02-10 14:53:00,14.0,30.0,Partly Cloudy / Windy,980.88,43.0,0.0,14.0
Burbank,2020-02-10 15:53:00,15.0,19.0,Blowing Dust,981.87,28.0,0.0,15.0
Burbank,2020-02-10 16:53:00,17.0,19.0,Blowing Dust,982.86,15.0,0.0,17.0
Burbank,2020-02-10 17:53:00,16.0,19.0,Blowing Dust,983.84,19.0,0.0,16.0
Burbank,2020-02-10 18:53:00,18.0,19.0,Blowing Dust,983.52,28.0,0.0,18.0
Burbank,2020-02-10 19:53:00,19.0,19.0,Blowing Dust,983.19,24.0,0.0,19.0
Burbank,2020-02-10 20:53:00,20.0,34.0,Fair,982.86,22.0,0.0,20.0
Burbank,2020-02-10 21:53:00,21.0,34.0,Fair,982.53,26.0,0.0,21.0
Burbank,2020-02-10 22:53:00,21.0,34.0,Fair,982.86,22.0,0.0,21.0
Burbank,2020-02-10 23:53:00,22.0,34.0,Fair,982.86,9.0,0.0,22.0
Burbank,2020-02-11 00:53:00,21.0,34.0,Fair,982.86,9.0,0.0,21.0
Burbank,2020-02-11 01:53:00,21.0,33.0,Fair,983.52,0.0,0.0,21.0
Burbank,2020-02-11 02:53:00,18.0,33.0,Fair,983.84,7.0,0.0,18.0
Burbank,2020-02-11 03:53:00,18.0,33.0,Fair,983.84,11.0,0.0,18.0
Burbank,2020-02-11 04:53:00,17.0,33.0,Fair,984.17,7.0,0.0,17.0
Burbank,2020-02-11 05:53:00,16.0,33.0,Fair,984.5,9.0,0.0,16.0
Burbank,2020-02-11 06:53:00,16.0,33.0,Fair,984.83,15.0,0.0,16.0
Burbank,2020-02-11 07:53:00,14.0,33.0,Fair,984.83,7.0,0.0,14.0
Burbank,2020-02-11 08:53:00,15.0,33.0,Fair,984.83,6.0,0.0,15.0
Burbank,2020-02-11 09:53:00,17.0,33.0,Fair,984.5,19.0,0.0,17.0
Burbank,2020-02-11 10:53:00,16.0,33.0,Fair,984.83,11.0,0.0,16.0
Burbank,2020-02-11 11:53:00,16.0,33.0,Fair,985.16,13.0,0.0,16.0
Burbank,2020-02-11 12:42:00,16.0,33.0,Fair,985.49,17.0,0.0,16.0
Burbank,2020-02-11 12:53:00,16.0,33.0,Fair,985.49,20.0,0.0,16.0
Burbank,2020-02-11 13:53:00,16.0,33.0,Fair,986.15,26.0,0.0,16.0
Burbank,2020-02-11 14:53:00,14.0,34.0,Fair,987.14,6.0,0.0,14.0
Burbank,2020-02-11 15:53:00,14.0,34.0,Fair,987.8,0.0,0.0,14.0
Burbank,2020-02-11 16:53:00,17.0,34.0,Fair,988.13,11.0,0.0,17.0
Burbank,2020-02-11 17:31:00,19.0,34.0,Fair,988.45,6.0,0.0,19.0
Burbank,2020-02-11 17:53:00,20.0,34.0,Fair,988.45,19.0,0.0,20.0
Burbank,2020-02-11 18:10:00,20.0,34.0,Fair,988.45,6.0,0.0,20.0
Burbank,2020-02-11 18:53:00,21.0,34.0,Fair,988.45,19.0,0.0,21.0
Burbank,2020-02-11 19:53:00,22.0,34.0,Fair,988.13,24.0,0.0,22.0
Burbank,2020-02-11 20:53:00,23.0,34.0,Fair,987.14,22.0,0.0,23.0
Burbank,2020-02-11 21:53:00,22.0,34.0,Fair,986.81,11.0,0.0,22.0
Burbank,2020-02-11 22:53:00,22.0,34.0,Fair,986.48,20.0,0.0,22.0
Burbank,2020-02-11 23:53:00,19.0,34.0,Fair,986.81,24.0,0.0,19.0
Burbank,2020-02-12 00:53:00,18.0,30.0,Partly Cloudy,987.14,17.0,0.0,18.0
Burbank,2020-02-12 01:53:00,16.0,33.0,Fair,987.8,9.0,0.0,16.0
Burbank,2020-02-12 02:53:00,14.0,33.0,Fair,988.45,7.0,0.0,14.0
Burbank,2020-02-12 03:53:00,14.0,33.0,Fair,988.78,6.0,0.0,14.0
Burbank,2020-02-12 04:53:00,12.0,33.0,Fair,989.44,6.0,0.0,12.0
Burbank,2020-02-12 05:53:00,11.0,33.0,Fair,989.77,6.0,0.0,11.0
Burbank,2020-02-12 06:53:00,10.0,33.0,Fair,989.77,0.0,0.0,10.0
Burbank,2020-02-12 07:53:00,9.0,33.0,Fair,989.77,0.0,0.0,9.0
Burbank,2020-02-12 08:53:00,8.0,33.0,Fair,989.77,7.0,0.0,7.0
Burbank,2020-02-12 09:53:00,8.0,33.0,Fair,989.77,6.0,0.0,8.0
Burbank,2020-02-12 10:53:00,7.0,33.0,Fair,989.44,0.0,0.0,7.0
Burbank,2020-02-12 11:53:00,8.0,33.0,Fair,989.44,6.0,0.0,8.0
Burbank,2020-02-12 12:53:00,6.0,33.0,Fair,989.44,0.0,0.0,6.0
Burbank,2020-02-12 13:53:00,6.0,33.0,Fair,989.77,0.0,0.0,6.0
Burbank,2020-02-12 14:53:00,6.0,34.0,Fair,990.1,0.0,0.0,6.0
Burbank,2020-02-12 15:53:00,8.0,34.0,Fair,990.76,0.0,0.0,8.0
Burbank,2020-02-12 16:53:00,11.0,34.0,Fair,991.09,0.0,0.0,11.0
Burbank,2020-02-12 17:53:00,14.0,34.0,Fair,991.75,0.0,0.0,14.0
Burbank,2020-02-12 18:53:00,16.0,34.0,Fair,991.75,9.0,0.0,16.0
Burbank,2020-02-12 19:53:00,17.0,34.0,Fair,991.09,11.0,0.0,17.0
Burbank,2020-02-12 20:53:00,18.0,34.0,Fair,990.1,11.0,0.0,18.0
Burbank,2020-02-12 21:53:00,18.0,34.0,Fair,989.44,11.0,0.0,18.0
Burbank,2020-02-12 22:53:00,18.0,34.0,Fair,989.11,17.0,0.0,18.0
Burbank,2020-02-12 23:53:00,17.0,34.0,Fair,989.11,15.0,0.0,17.0
Burbank,2020-02-13 00:53:00,16.0,30.0,Partly Cloudy,989.11,11.0,0.0,16.0
Burbank,2020-02-13 01:53:00,14.0,33.0,Fair,989.11,9.0,0.0,14.0
Burbank,2020-02-13 02:53:00,14.0,33.0,Fair,989.44,0.0,0.0,14.0
Burbank,2020-02-13 04:53:00,12.0,33.0,Fair,990.1,0.0,0.0,12.0
Burbank,2020-02-13 05:53:00,11.0,33.0,Fair,990.43,0.0,0.0,11.0
Burbank,2020-02-13 06:53:00,10.0,33.0,Fair,990.1,0.0,0.0,10.0
Burbank,2020-02-13 07:53:00,9.0,,,990.1,0.0,0.0,9.0
Burbank,2020-02-13 08:53:00,9.0,33.0,Fair,990.1,0.0,0.0,9.0
Burbank,2020-02-13 09:53:00,8.0,29.0,Partly Cloudy,990.1,0.0,0.0,8.0
Burbank,2020-02-13 10:53:00,7.0,29.0,Partly Cloudy,989.77,11.0,0.0,5.0
Burbank,2020-02-13 11:53:00,7.0,29.0,Partly Cloudy,989.11,7.0,0.0,6.0
Burbank,2020-02-13 12:53:00,7.0,33.0,Fair,989.44,0.0,0.0,7.0
Burbank,2020-02-13 13:53:00,7.0,33.0,Fair,989.44,0.0,0.0,7.0
Burbank,2020-02-13 14:53:00,6.0,34.0,Fair,990.1,0.0,0.0,6.0
Burbank,2020-02-13 15:53:00,9.0,34.0,Fair,990.76,0.0,0.0,9.0
Burbank,2020-02-13 16:53:00,12.0,34.0,Fair,991.09,0.0,0.0,12.0
Burbank,2020-02-13 17:53:00,14.0,34.0,Fair,991.09,7.0,0.0,14.0
Burbank,2020-02-13 18:53:00,17.0,34.0,Fair,990.76,6.0,0.0,17.0
Burbank,2020-02-13 19:53:00,18.0,34.0,Fair,990.1,0.0,0.0,18.0
Burbank,2020-02-13 20:53:00,19.0,34.0,Fair,989.11,,0.0,19.0
Burbank,2020-02-13 21:53:00,20.0,34.0,Fair,988.13,6.0,0.0,20.0
Burbank,2020-02-13 22:53:00,20.0,34.0,Fair,987.47,11.0,0.0,20.0
Burbank,2020-02-13 23:53:00,18.0,34.0,Fair,987.47,13.0,0.0,18.0
Burbank,2020-02-14 00:53:00,18.0,30.0,Partly Cloudy,987.47,13.0,0.0,18.0
Burbank,2020-02-14 01:53:00,16.0,27.0,Mostly Cloudy,987.8,7.0,0.0,16.0
Burbank,2020-02-14 02:53:00,15.0,29.0,Partly Cloudy,988.13,7.0,0.0,15.0
Burbank,2020-02-14 03:53:00,14.0,29.0,Partly Cloudy,988.45,6.0,0.0,14.0
Burbank,2020-02-14 04:53:00,13.0,29.0,Partly Cloudy,988.78,6.0,0.0,13.0
Burbank,2020-02-14 05:53:00,12.0,33.0,Fair,989.11,7.0,0.0,12.0
Burbank,2020-02-14 06:53:00,11.0,33.0,Fair,989.44,0.0,0.0,11.0
Burbank,2020-02-14 07:53:00,10.0,33.0,Fair,989.11,7.0,0.0,10.0
Burbank,2020-02-14 08:53:00,9.0,33.0,Fair,988.78,6.0,0.0,9.0
Burbank,2020-02-14 09:53:00,8.0,33.0,Fair,988.78,0.0,0.0,8.0
Burbank,2020-02-14 10:53:00,8.0,33.0,Fair,988.78,0.0,0.0,8.0
Burbank,2020-02-14 11:53:00,8.0,33.0,Fair,988.78,0.0,0.0,8.0
Burbank,2020-02-14 12:53:00,7.0,33.0,Fair,988.45,0.0,0.0,7.0
Burbank,2020-02-14 13:53:00,7.0,33.0,Fair,988.78,0.0,0.0,7.0
Burbank,2020-02-14 14:53:00,7.0,34.0,Fair,989.11,0.0,0.0,7.0
Burbank,2020-02-14 15:53:00,9.0,34.0,Fair,989.77,0.0,0.0,9.0
Burbank,2020-02-14 16:53:00,12.0,34.0,Fair,990.43,0.0,0.0,12.0
Burbank,2020-02-14 17:53:00,14.0,34.0,Fair,990.43,0.0,0.0,14.0
Burbank,2020-02-14 18:53:00,17.0,11.0,Light Rain,990.1,6.0,0.0,17.0
Burbank,2020-02-14 19:53:00,18.0,34.0,Fair,990.1,0.0,0.0,18.0
Burbank,2020-02-14 20:53:00,19.0,34.0,Fair,989.11,9.0,0.0,19.0
Burbank,2020-02-14 21:53:00,19.0,34.0,Fair,988.45,7.0,0.0,19.0
Burbank,2020-02-14 22:53:00,20.0,34.0,Fair,988.13,6.0,0.0,20.0
Burbank,2020-02-14 23:53:00,19.0,34.0,Fair,988.13,17.0,0.0,19.0
Burbank,2020-02-15 00:53:00,17.0,30.0,Partly Cloudy,988.45,15.0,0.0,17.0
Burbank,2020-02-15 01:53:00,15.0,33.0,Fair,989.44,11.0,0.0,15.0
Burbank,2020-02-15 02:53:00,15.0,33.0,Fair,989.77,6.0,0.0,15.0
Burbank,2020-02-15 03:53:00,14.0,33.0,Fair,990.76,6.0,0.0,14.0
Burbank,2020-02-15 04:53:00,12.0,33.0,Fair,991.09,0.0,0.0,12.0
Burbank,2020-02-15 05:53:00,11.0,33.0,Fair,991.42,0.0,0.0,11.0
Burbank,2020-02-15 06:53:00,11.0,33.0,Fair,991.75,0.0,0.0,11.0
Burbank,2020-02-15 07:53:00,11.0,33.0,Fair,991.75,6.0,0.0,11.0
Burbank,2020-02-15 08:53:00,10.0,33.0,Fair,992.08,0.0,0.0,10.0
Burbank,2020-02-15 09:53:00,8.0,33.0,Fair,992.08,0.0,0.0,8.0
Burbank,2020-02-15 10:53:00,8.0,33.0,Fair,991.75,0.0,0.0,8.0
Burbank,2020-02-15 11:53:00,8.0,33.0,Fair,992.08,0.0,0.0,8.0
Burbank,2020-02-15 12:53:00,7.0,33.0,Fair,992.08,0.0,0.0,7.0
Burbank,2020-02-15 13:53:00,6.0,33.0,Fair,992.41,6.0,0.0,6.0
Burbank,2020-02-15 14:53:00,6.0,34.0,Fair,992.41,0.0,0.0,6.0
Burbank,2020-02-15 15:53:00,9.0,34.0,Fair,993.39,6.0,0.0,9.0
Burbank,2020-02-15 16:53:00,12.0,34.0,Fair,994.05,6.0,0.0,12.0
Burbank,2020-02-15 17:53:00,15.0,34.0,Fair,994.05,0.0,0.0,15.0
Burbank,2020-02-15 18:53:00,17.0,34.0,Fair,993.72,0.0,0.0,17.0
Burbank,2020-02-15 19:53:00,19.0,34.0,Fair,993.06,0.0,0.0,19.0
Burbank,2020-02-15 20:53:00,20.0,34.0,Fair,992.08,7.0,0.0,20.0
Burbank,2020-02-15 21:53:00,21.0,34.0,Fair,991.42,15.0,0.0,21.0
Burbank,2020-02-15 22:53:00,20.0,34.0,Fair,991.09,13.0,0.0,20.0
Burbank,2020-02-15 23:53:00,19.0,30.0,Partly Cloudy,991.09,9.0,0.0,19.0
Burbank,2020-02-16 00:53:00,18.0,30.0,Partly Cloudy,990.76,11.0,0.0,18.0
Burbank,2020-02-16 01:53:00,16.0,33.0,Fair,991.09,13.0,0.0,16.0
Burbank,2020-02-16 02:53:00,15.0,33.0,Fair,991.42,9.0,0.0,15.0
Burbank,2020-02-16 03:53:00,14.0,33.0,Fair,992.41,6.0,0.0,14.0
Burbank,2020-02-16 04:53:00,13.0,33.0,Fair,992.41,0.0,0.0,13.0
Burbank,2020-02-16 05:53:00,12.0,33.0,Fair,992.41,0.0,0.0,12.0
Burbank,2020-02-16 06:53:00,12.0,33.0,Fair,992.41,0.0,0.0,12.0
Burbank,2020-02-16 07:53:00,11.0,33.0,Fair,992.41,0.0,0.0,11.0
Burbank,2020-02-16 08:53:00,11.0,33.0,Fair,992.73,0.0,0.0,11.0
Burbank,2020-02-16 09:53:00,10.0,33.0,Fair,992.73,0.0,0.0,10.0
Burbank,2020-02-16 10:53:00,9.0,33.0,Fair,992.41,0.0,0.0,9.0
Burbank,2020-02-16 11:53:00,8.0,33.0,Fair,992.41,0.0,0.0,8.0
Burbank,2020-02-16 12:53:00,8.0,29.0,Partly Cloudy,992.08,6.0,0.0,8.0
Burbank,2020-02-16 13:53:00,8.0,29.0,Partly Cloudy,992.08,0.0,0.0,8.0
Burbank,2020-02-16 14:53:00,7.0,34.0,Fair,992.41,0.0,0.0,7.0
Burbank,2020-02-16 15:53:00,10.0,34.0,Fair,992.73,0.0,0.0,10.0
Burbank,2020-02-16 16:53:00,13.0,11.0,Light Rain,992.73,6.0,0.0,13.0
Burbank,2020-02-16 17:21:00,15.0,34.0,Fair,992.41,7.0,0.0,15.0
Burbank,2020-02-16 17:53:00,16.0,34.0,Fair,992.08,11.0,0.0,16.0
Burbank,2020-02-16 18:53:00,18.0,34.0,Fair,991.09,11.0,0.0,18.0
Burbank,2020-02-16 19:53:00,20.0,34.0,Fair,990.1,0.0,0.0,20.0
Burbank,2020-02-16 20:53:00,22.0,34.0,Fair,988.78,9.0,0.0,22.0
Burbank,2020-02-16 21:53:00,21.0,34.0,Fair,987.8,20.0,0.0,21.0
Burbank,2020-02-16 22:53:00,20.0,34.0,Fair,987.47,19.0,0.0,20.0
Burbank,2020-02-16 23:53:00,18.0,34.0,Fair,987.8,15.0,0.0,18.0
Burbank,2020-02-17 00:53:00,17.0,34.0,Fair,987.8,15.0,0.0,17.0
Burbank,2020-02-17 01:53:00,15.0,33.0,Fair,988.13,11.0,0.0,15.0
Burbank,2020-02-17 02:53:00,14.0,33.0,Fair,988.13,9.0,0.0,14.0
Burbank,2020-02-17 03:53:00,14.0,33.0,Fair,988.13,7.0,0.0,14.0
Burbank,2020-02-17 04:53:00,13.0,29.0,Partly Cloudy,988.45,6.0,0.0,13.0
Burbank,2020-02-17 05:53:00,12.0,29.0,Partly Cloudy,988.13,0.0,0.0,12.0
Burbank,2020-02-17 06:53:00,12.0,29.0,Partly Cloudy,987.8,6.0,0.0,12.0
Burbank,2020-02-17 07:53:00,11.0,29.0,Partly Cloudy,987.47,6.0,0.0,11.0
Burbank,2020-02-17 08:53:00,10.0,33.0,Fair,986.81,13.0,0.0,10.0
Burbank,2020-02-17 09:53:00,10.0,33.0,Fair,986.81,7.0,0.0,10.0
Burbank,2020-02-17 10:53:00,10.0,29.0,Partly Cloudy,986.81,9.0,0.0,10.0
Burbank,2020-02-17 11:53:00,11.0,29.0,Partly Cloudy,986.15,7.0,0.0,11.0
Burbank,2020-02-17 12:53:00,9.0,29.0,Partly Cloudy,986.15,0.0,0.0,9.0
Burbank,2020-02-17 13:53:00,8.0,29.0,Partly Cloudy,986.48,0.0,0.0,8.0
Burbank,2020-02-17 14:53:00,8.0,34.0,Fair,986.81,0.0,0.0,8.0
Burbank,2020-02-17 15:53:00,10.0,34.0,Fair,986.81,0.0,0.0,10.0
Burbank,2020-02-17 16:53:00,12.0,34.0,Fair,986.81,0.0,0.0,12.0
Burbank,2020-02-17 17:53:00,15.0,34.0,Fair,986.81,9.0,0.0,15.0
Burbank,2020-02-17 18:53:00,17.0,34.0,Fair,986.48,7.0,0.0,17.0
Burbank,2020-02-17 19:53:00,19.0,34.0,Fair,985.82,11.0,0.0,19.0
Burbank,2020-02-17 20:53:00,21.0,34.0,Fair,984.5,13.0,0.0,21.0
Burbank,2020-02-17 21:53:00,21.0,34.0,Fair,984.17,11.0,0.0,21.0
Burbank,2020-02-17 22:53:00,21.0,30.0,Partly Cloudy,983.84,15.0,0.0,21.0
Burbank,2020-02-17 23:53:00,21.0,30.0,Partly Cloudy,983.52,11.0,0.0,21.0
Burbank,2020-02-18 00:53:00,19.0,30.0,Partly Cloudy,983.52,11.0,0.0,19.0
Burbank,2020-02-18 01:53:00,17.0,33.0,Fair,983.84,6.0,0.0,17.0
Burbank,2020-02-18 02:53:00,16.0,33.0,Fair,984.17,7.0,0.0,16.0
Burbank,2020-02-18 03:53:00,15.0,33.0,Fair,984.83,7.0,0.0,15.0
Burbank,2020-02-18 04:53:00,14.0,33.0,Fair,985.16,7.0,0.0,14.0
Burbank,2020-02-18 05:53:00,14.0,33.0,Fair,985.82,9.0,0.0,14.0
Burbank,2020-02-18 06:53:00,13.0,29.0,Partly Cloudy,986.15,6.0,0.0,13.0
Burbank,2020-02-18 07:53:00,13.0,27.0,Mostly Cloudy,986.48,7.0,0.0,13.0
Burbank,2020-02-18 08:53:00,12.0,27.0,Mostly Cloudy,986.15,0.0,0.0,12.0
Burbank,2020-02-18 09:53:00,11.0,29.0,Partly Cloudy,985.82,0.0,0.0,11.0
Burbank,2020-02-18 10:53:00,10.0,29.0,Partly Cloudy,986.15,0.0,0.0,10.0
Burbank,2020-02-18 11:53:00,9.0,33.0,Fair,986.15,7.0,0.0,8.0
Burbank,2020-02-18 12:53:00,9.0,29.0,Partly Cloudy,986.48,0.0,0.0,9.0
Burbank,2020-02-18 13:53:00,8.0,29.0,Partly Cloudy,986.81,6.0,0.0,8.0
Burbank,2020-02-18 14:53:00,9.0,20.0,Fog,987.14,9.0,0.0,7.0
Burbank,2020-02-18 15:02:00,9.0,20.0,Fog,987.14,11.0,0.0,7.0
Burbank,2020-02-18 15:53:00,9.0,20.0,Fog,987.8,7.0,0.0,8.0
Burbank,2020-02-18 16:19:00,10.0,20.0,Fog,987.8,0.0,0.0,10.0
Burbank,2020-02-18 16:27:00,9.0,20.0,Fog,987.8,0.0,0.0,9.0
Burbank,2020-02-18 16:34:00,10.0,20.0,Fog,987.8,0.0,0.0,10.0
Burbank,2020-02-18 16:36:00,10.0,20.0,Fog,987.8,0.0,0.0,10.0
Burbank,2020-02-18 16:53:00,10.0,20.0,Fog,987.8,6.0,0.0,10.0
Burbank,2020-02-18 17:09:00,10.0,20.0,Fog,988.13,7.0,0.0,10.0
Burbank,2020-02-18 17:24:00,11.0,20.0,Fog,988.13,0.0,0.0,11.0
Burbank,2020-02-18 17:33:00,11.0,30.0,Partly Cloudy,988.13,6.0,0.0,11.0
Burbank,2020-02-18 17:53:00,12.0,21.0,Haze,988.13,0.0,0.0,12.0
Burbank,2020-02-18 18:53:00,17.0,34.0,Fair,987.47,,0.0,17.0
Burbank,2020-02-18 19:53:00,20.0,28.0,Mostly Cloudy,986.81,7.0,0.0,20.0
Burbank,2020-02-18 20:53:00,21.0,34.0,Fair,986.15,11.0,0.0,21.0
Burbank,2020-02-18 21:53:00,22.0,30.0,Partly Cloudy,985.49,13.0,0.0,22.0
Burbank,2020-02-18 22:53:00,22.0,34.0,Fair,985.16,13.0,0.0,22.0
Burbank,2020-02-18 23:53:00,20.0,11.0,Light Rain,985.49,15.0,0.0,20.0
Burbank,2020-02-19 00:53:00,18.0,34.0,Fair,985.49,9.0,0.0,18.0
Burbank,2020-02-19 01:53:00,17.0,33.0,Fair,986.15,7.0,0.0,17.0
Burbank,2020-02-19 02:53:00,16.0,29.0,Partly Cloudy,986.48,11.0,0.0,16.0
Burbank,2020-02-19 03:53:00,15.0,33.0,Fair,986.81,13.0,0.0,15.0
Burbank,2020-02-19 04:53:00,14.0,33.0,Fair,987.8,11.0,0.0,14.0
Burbank,2020-02-19 04:59:00,13.0,21.0,Haze,987.8,11.0,0.0,13.0
Burbank,2020-02-19 05:27:00,13.0,29.0,Partly Cloudy,988.13,13.0,0.0,13.0
Burbank,2020-02-19 05:39:00,13.0,27.0,Mostly Cloudy,988.13,15.0,0.0,13.0
Burbank,2020-02-19 05:53:00,13.0,27.0,Mostly Cloudy,988.13,15.0,0.0,13.0
Burbank,2020-02-19 06:53:00,13.0,27.0,Mostly Cloudy,988.45,7.0,0.0,13.0
Burbank,2020-02-19 07:53:00,13.0,21.0,Haze,988.45,7.0,0.0,13.0
Burbank,2020-02-19 08:53:00,12.0,21.0,Haze,987.8,9.0,0.0,12.0
Burbank,2020-02-19 09:50:00,12.0,26.0,Cloudy,988.45,0.0,0.0,12.0
Burbank,2020-02-19 09:53:00,12.0,26.0,Cloudy,988.45,0.0,0.0,12.0
Burbank,2020-02-19 10:53:00,13.0,26.0,Cloudy,988.13,6.0,0.0,13.0
Burbank,2020-02-19 11:18:00,12.0,21.0,Haze,988.13,9.0,0.0,12.0
Burbank,2020-02-19 11:53:00,12.0,21.0,Haze,988.13,7.0,0.0,12.0
Burbank,2020-02-19 12:53:00,11.0,21.0,Haze,988.13,6.0,0.0,11.0
Burbank,2020-02-19 13:13:00,11.0,29.0,Partly Cloudy,988.13,6.0,0.0,11.0
Burbank,2020-02-19 13:53:00,10.0,21.0,Haze,988.45,6.0,0.0,10.0
Burbank,2020-02-19 14:53:00,9.0,34.0,Fair,989.11,0.0,0.0,9.0
Burbank,2020-02-19 15:53:00,12.0,34.0,Fair,989.77,6.0,0.0,12.0
Burbank,2020-02-19 16:53:00,13.0,34.0,Fair,990.1,0.0,0.0,13.0
Burbank,2020-02-19 17:53:00,16.0,34.0,Fair,990.43,0.0,0.0,16.0
Burbank,2020-02-19 18:53:00,17.0,34.0,Fair,990.1,11.0,0.0,17.0
Burbank,2020-02-19 19:53:00,19.0,34.0,Fair,989.77,7.0,0.0,19.0
Burbank,2020-02-19 20:53:00,19.0,21.0,Haze,988.78,6.0,0.0,19.0
Burbank,2020-02-19 21:53:00,20.0,34.0,Fair,988.13,17.0,0.0,20.0
